OrderID,CustomerID,City,Restaurant,Meal,Quantity,OrderValue,PaymentMethod,DeliveryTime(mins),OrderStatus,OrderDate
2434,3990,Ibadan,Chopnownow,Efo Riro & Poundo,4,4970.27,Transfer,21,Delivered,2024-01-02 16:33:00
2435,8155,Ibadan,Chicken Republic,Spaghetti Bolognese,3,10683.22,Cash,49,Delivered,2024-01-02 16:34:00
2436,5493,Benin City,Mr Biggs,Pizza (Large),1,2064.59,Cash,78,Delivered,2024-01-02 16:35:00
2437,1933,Uyo,Chopnownow,Burger & Fries,1,8405.61,Cash,44,Delivered,2024-01-02 16:36:00
2438,2460,Enugu,Kilimanjoro,Yam & Egg Sauce,1,3798.0,Cash,16,Delivered,2024-01-02 16:37:00
2439,3723,Ibadan,Sweet Sensation,Spaghetti Bolognese,1,5892.71,Wallet,50,Pending,2024-01-02 16:38:00
2440,1285,Lagos,Chicken Republic,Spaghetti Bolognese,3,13909.99,Card,78,Delivered,2024-01-02 16:39:00
2441,1264,Port Harcourt,Kilimanjoro,Fried Rice & Turkey,4,12166.27,Wallet,66,Delivered,2024-01-02 16:40:00
2442,7816,Uyo,Sweet Sensation,Shawarma,3,14159.81,Cash,39,Delivered,2024-01-02 16:41:00
2443,2762,Uyo,Dominos Pizza,Jollof Rice & Chicken,2,14890.44,Transfer,17,Delivered,2024-01-02 16:42:00
2444,1040,Abuja,Dominos Pizza,Spaghetti Bolognese,2,11080.38,Cash,16,Delivered,2024-01-02 16:43:00
2445,6827,Abeokuta,Chicken Republic,Small Chops,1,9635.87,Transfer,80,Delivered,2024-01-02 16:44:00
2446,9259,Port Harcourt,Mr Biggs,Small Chops,4,5603.19,Wallet,26,Delivered,2024-01-02 16:45:00
2447,1987,Uyo,Kilimanjaro,Fried Rice & Turkey,2,3213.81,Card,21,Cancelled,2024-01-02 16:46:00
2448,8804,Lagos,Kilimanjoro,Spaghetti Bolognese,3,9448.82,Wallet,42,Delivered,2024-01-02 16:47:00
2449,8789,Abuja,Kilimanjoro,Burger & Fries,1,10910.58,Wallet,10,Delivered,2024-01-02 16:48:00
2450,6717,Abeokuta,Coldstone,Burger & Fries,1,7943.68,Cash,85,Failed,2024-01-02 16:49:00
2451,4198,Enugu,Sweet Sensation,Ice Cream,2,13096.4,Card,38,Delivered,2024-01-02 16:50:00
2452,6374,Abuja,Mr Biggs,Burger & Fries,2,2924.55,Cash,80,Delivered,2024-01-02 16:51:00
2453,5790,Ibadan,Coldstone,Jollof Rice & Chicken,4,11476.46,Wallet,51,Delivered,2024-01-02 16:52:00
2454,8183,Benin City,Sweet Sensation,Spaghetti Bolognese,1,8863.01,Transfer,63,Delivered,2024-01-02 16:53:00
2455,3524,Abuja,Coldstone,Small Chops,3,11656.81,Transfer,18,Delivered,2024-01-02 16:54:00
2456,3479,Asaba,Dominos Pizza,Burger & Fries,1,11437.96,Cash,26,Delivered,2024-01-02 16:55:00
2457,6154,Port Harcourt,Mr Biggs,Small Chops,3,7950.19,Wallet,10,Delivered,2024-01-02 16:56:00
2458,1778,Ibadan,The Place,Efo Riro & Poundo,3,7282.22,Wallet,46,Delivered,2024-01-02 16:57:00
2459,2492,Enugu,Chopnownow,Pizza (Large),4,5799.92,Transfer,24,Delivered,2024-01-02 16:58:00
2460,1660,Benin City,Sweet Sensation,Efo Riro & Poundo,3,12468.24,Card,67,Delivered,2024-01-02 16:59:00
2461,2348,Port Harcourt,Dominos Pizza,Shawarma,1,3449.95,Cash,87,Delivered,2024-01-02 17:00:00
2462,8851,Uyo,Chicken Republic,Burger & Fries,3,12490.98,Wallet,26,Delivered,2024-01-02 17:01:00
2463,8156,Lagos,Kilimanjaro,Fried Rice & Turkey,4,5825.04,Transfer,48,Delivered,2024-01-02 17:02:00
2464,3044,Port Harcourt,Sweet Sensation,Yam & Egg Sauce,1,6562.29,Cash,51,Pending,2024-01-02 17:03:00
2465,8368,Ibadan,Chopnownow,Fried Rice & Turkey,3,11436.03,Card,63,Delivered,2024-01-02 17:04:00
2466,4516,Asaba,Coldstone,Spaghetti Bolognese,1,13391.17,Card,64,Delivered,2024-01-02 17:05:00
2467,5577,Abeokuta,Chicken Republic,Fried Rice & Turkey,1,14988.02,Transfer,10,Delivered,2024-01-02 17:06:00
2468,1727,Port Harcourt,Coldstone,Fried Rice & Turkey,3,14527.09,Wallet,69,Pending,2024-01-02 17:07:00
2469,8468,Enugu,Chicken Republic,Shawarma,4,10906.05,Wallet,13,Failed,2024-01-02 17:08:00
2470,1342,Asaba,Chicken Republic,Small Chops,2,8410.84,Cash,22,Delivered,2024-01-02 17:09:00
2471,2447,Lagos,Sweet Sensation,Efo Riro & Poundo,2,2399.76,Wallet,26,Delivered,2024-01-02 17:10:00
2472,7581,Benin City,Chopnownow,Ice Cream,2,13125.28,Transfer,33,Delivered,2024-01-02 17:11:00
2473,7317,Lagos,Dominos Pizza,Efo Riro & Poundo,3,3372.85,Cash,64,Delivered,2024-01-02 17:12:00
2474,1526,Enugu,Sweet Sensation,Pizza (Large),4,4266.81,Card,81,Delivered,2024-01-02 17:13:00
2475,7748,Abuja,Dominos Pizza,Ice Cream,2,5806.82,Transfer,78,Delivered,2024-01-02 17:14:00
2476,1405,Ibadan,Mr Biggs,Fried Rice & Turkey,3,10944.23,Wallet,46,Delivered,2024-01-02 17:15:00
2477,8986,Lagos,Coldstone,Small Chops,2,9697.68,Cash,40,Failed,2024-01-02 17:16:00
2478,4740,Ibadan,Chopnownow,Yam & Egg Sauce,4,9634.28,Cash,30,Delivered,2024-01-02 17:17:00
2479,2846,Enugu,Kilimanjaro,Fried Rice & Turkey,1,4852.13,Cash,13,Delivered,2024-01-02 17:18:00
2480,2478,Benin City,Kilimanjoro,Burger & Fries,4,9168.19,Wallet,54,Pending,2024-01-02 17:19:00
2481,1771,Benin City,Chopnownow,Shawarma,1,7152.74,Transfer,73,Delivered,2024-01-02 17:20:00
2482,6525,Abuja,Chicken Republic,Efo Riro & Poundo,1,4131.58,Transfer,20,Delivered,2024-01-02 17:21:00
2483,9770,Abeokuta,Kilimanjaro,Yam & Egg Sauce,2,2964.99,Card,29,Pending,2024-01-02 17:22:00
2484,1193,Lagos,Sweet Sensation,Jollof Rice & Chicken,1,4713.37,Transfer,82,Delivered,2024-01-02 17:23:00
2485,3007,Lagos,Mr Biggs,Yam & Egg Sauce,3,2243.92,Card,21,Delivered,2024-01-02 17:24:00
2486,2185,Ibadan,Mr Biggs,Small Chops,2,12866.35,Cash,70,Delivered,2024-01-02 17:25:00
2487,3394,Uyo,Kilimanjaro,Small Chops,2,2888.79,Cash,24,Delivered,2024-01-02 17:26:00
2488,5005,Benin City,Dominos Pizza,Pizza (Large),1,10490.96,Cash,85,Delivered,2024-01-02 17:27:00
2489,8429,Port Harcourt,Chicken Republic,Burger & Fries,3,9338.48,Cash,51,Cancelled,2024-01-02 17:28:00
2490,3261,Enugu,Mr Biggs,Burger & Fries,4,10871.27,Card,50,Delivered,2024-01-02 17:29:00
2491,4736,Enugu,Kilimanjaro,Spaghetti Bolognese,3,9529.28,Wallet,23,Delivered,2024-01-02 17:30:00
2492,7716,Port Harcourt,Sweet Sensation,Jollof Rice & Chicken,3,11276.98,Wallet,26,Delivered,2024-01-02 17:31:00
2493,5875,Enugu,The Place,Fried Rice & Turkey,3,8651.7,Wallet,77,Delivered,2024-01-02 17:32:00
2494,9921,Port Harcourt,Mr Biggs,Small Chops,1,10547.5,Cash,77,Delivered,2024-01-02 17:33:00
2495,5378,Abeokuta,Kilimanjoro,Fried Rice & Turkey,3,3994.93,Cash,67,Delivered,2024-01-02 17:34:00
2496,8815,Abuja,Kilimanjaro,Efo Riro & Poundo,3,8146.28,Card,67,Delivered,2024-01-02 17:35:00
2497,4451,Abuja,Dominos Pizza,Yam & Egg Sauce,2,13109.87,Card,70,Delivered,2024-01-02 17:36:00
2498,8616,Abeokuta,Mr Biggs,Shawarma,2,5754.48,Cash,35,Delivered,2024-01-02 17:37:00
2499,3800,Benin City,Dominos Pizza,Jollof Rice & Chicken,2,13185.93,Wallet,27,Pending,2024-01-02 17:38:00
2500,9333,Benin City,Coldstone,Pizza (Large),4,5643.0,Cash,57,Delivered,2024-01-02 17:39:00
2501,6410,Uyo,Chopnownow,Spaghetti Bolognese,3,3972.52,Card,46,Delivered,2024-01-02 17:40:00
2502,2455,Lagos,Chicken Republic,Efo Riro & Poundo,2,14687.44,Card,68,Delivered,2024-01-02 17:41:00
2503,7892,Abeokuta,The Place,Efo Riro & Poundo,1,7798.2,Cash,43,Delivered,2024-01-02 17:42:00
2504,6808,Enugu,Kilimanjoro,Fried Rice & Turkey,1,10427.06,Wallet,66,Delivered,2024-01-02 17:43:00
2505,7796,Benin City,Coldstone,Fried Rice & Turkey,1,4584.87,Card,28,Delivered,2024-01-02 17:44:00
2506,5796,Uyo,Sweet Sensation,Jollof Rice & Chicken,3,2960.83,Wallet,35,Failed,2024-01-02 17:45:00
2507,6093,Port Harcourt,Sweet Sensation,Fried Rice & Turkey,1,8337.84,Card,89,Delivered,2024-01-02 17:46:00
2508,2325,Asaba,The Place,Jollof Rice & Chicken,1,5738.0,Card,29,Delivered,2024-01-02 17:47:00
2509,5976,Lagos,Coldstone,Yam & Egg Sauce,1,2305.91,Cash,26,Delivered,2024-01-02 17:48:00
2510,2159,Uyo,Kilimanjoro,Ice Cream,1,10361.0,Cash,84,Delivered,2024-01-02 17:49:00
2511,5650,Abeokuta,Kilimanjoro,Shawarma,3,8419.2,Card,43,Delivered,2024-01-02 17:50:00
2512,5987,Abeokuta,Chopnownow,Small Chops,1,13400.09,Transfer,47,Delivered,2024-01-02 17:51:00
2513,5697,Lagos,Chopnownow,Shawarma,2,10824.12,Cash,17,Delivered,2024-01-02 17:52:00
2514,1340,Abuja,Chopnownow,Pizza (Large),3,7045.36,Wallet,38,Pending,2024-01-02 17:53:00
2515,4828,Abeokuta,Dominos Pizza,Ice Cream,1,7730.23,Cash,84,Delivered,2024-01-02 17:54:00
2516,2968,Abuja,Mr Biggs,Shawarma,4,11189.9,Card,36,Delivered,2024-01-02 17:55:00
2517,1703,Ibadan,Dominos Pizza,Burger & Fries,4,3008.14,Transfer,12,Delivered,2024-01-02 17:56:00
2518,6482,Abeokuta,Sweet Sensation,Fried Rice & Turkey,3,3184.45,Cash,52,Delivered,2024-01-02 17:57:00
2519,7376,Abuja,Kilimanjoro,Small Chops,1,6129.8,Wallet,42,Delivered,2024-01-02 17:58:00
2520,2800,Abeokuta,Coldstone,Shawarma,3,4381.23,Wallet,15,Delivered,2024-01-02 17:59:00
2521,6463,Enugu,The Place,Ice Cream,3,12355.32,Transfer,80,Delivered,2024-01-02 18:00:00
2522,5912,Abeokuta,Mr Biggs,Efo Riro & Poundo,4,3481.82,Card,72,Delivered,2024-01-02 18:01:00
2523,5648,Uyo,The Place,Small Chops,4,4092.55,Cash,68,Cancelled,2024-01-02 18:02:00
2524,1855,Port Harcourt,Chicken Republic,Efo Riro & Poundo,3,9185.72,Cash,74,Delivered,2024-01-02 18:03:00
2525,3866,Ibadan,Kilimanjoro,Efo Riro & Poundo,1,3623.9,Cash,62,Delivered,2024-01-02 18:04:00
2526,1182,Ibadan,Dominos Pizza,Yam & Egg Sauce,3,2052.79,Wallet,20,Delivered,2024-01-02 18:05:00
2527,4112,Lagos,Chopnownow,Efo Riro & Poundo,1,12767.1,Wallet,65,Delivered,2024-01-02 18:06:00
2528,6670,Enugu,The Place,Shawarma,1,11338.91,Transfer,58,Failed,2024-01-02 18:07:00
2529,5492,Enugu,Kilimanjoro,Burger & Fries,2,14835.32,Wallet,80,Delivered,2024-01-02 18:08:00
2530,6823,Uyo,Coldstone,Spaghetti Bolognese,3,12867.46,Cash,46,Delivered,2024-01-02 18:09:00
2531,2517,Abuja,The Place,Fried Rice & Turkey,1,7875.6,Wallet,68,Delivered,2024-01-02 18:10:00
2532,6002,Port Harcourt,Kilimanjoro,Efo Riro & Poundo,4,8289.77,Wallet,13,Delivered,2024-01-02 18:11:00
2533,2356,Uyo,Mr Biggs,Spaghetti Bolognese,2,5195.56,Transfer,62,Delivered,2024-01-02 18:12:00
2534,4629,Lagos,Dominos Pizza,Ice Cream,3,7087.32,Transfer,26,Pending,2024-01-02 18:13:00
2535,4628,Port Harcourt,Mr Biggs,Burger & Fries,1,6012.38,Cash,63,Delivered,2024-01-02 18:14:00
2536,9210,Ibadan,Sweet Sensation,Small Chops,2,13674.45,Transfer,80,Delivered,2024-01-02 18:15:00
2537,7132,Benin City,Mr Biggs,Ice Cream,1,4063.82,Card,62,Delivered,2024-01-02 18:16:00
2538,7588,Uyo,Dominos Pizza,Pizza (Large),4,3829.43,Wallet,41,Delivered,2024-01-02 18:17:00
2539,4311,Enugu,Coldstone,Efo Riro & Poundo,4,2252.78,Cash,25,Delivered,2024-01-02 18:18:00
2540,7048,Abuja,Kilimanjaro,Jollof Rice & Chicken,4,6769.29,Wallet,53,Delivered,2024-01-02 18:19:00
2541,7246,Abeokuta,Coldstone,Spaghetti Bolognese,1,11487.35,Cash,33,Pending,2024-01-02 18:20:00
2542,1987,Abuja,Mr Biggs,Shawarma,1,13073.28,Transfer,64,Delivered,2024-01-02 18:21:00
2543,4321,Abuja,Kilimanjoro,Spaghetti Bolognese,3,2242.71,Transfer,41,Delivered,2024-01-02 18:22:00
2544,5615,Benin City,Kilimanjaro,Spaghetti Bolognese,3,7827.88,Card,15,Delivered,2024-01-02 18:23:00
2545,9365,Benin City,Dominos Pizza,Burger & Fries,2,5150.42,Card,35,Delivered,2024-01-02 18:24:00
2546,4741,Lagos,Coldstone,Small Chops,2,13395.87,Card,42,Failed,2024-01-02 18:25:00
2547,4052,Asaba,Chicken Republic,Spaghetti Bolognese,1,12765.25,Cash,80,Delivered,2024-01-02 18:26:00
2548,7574,Asaba,Coldstone,Shawarma,3,11878.47,Cash,69,Delivered,2024-01-02 18:27:00
2549,1726,Lagos,Coldstone,Fried Rice & Turkey,1,9226.03,Transfer,63,Delivered,2024-01-02 18:28:00
2550,4760,Abeokuta,Sweet Sensation,Burger & Fries,1,3905.8,Cash,80,Cancelled,2024-01-02 18:29:00
2551,6806,Enugu,Sweet Sensation,Yam & Egg Sauce,2,11716.54,Wallet,70,Cancelled,2024-01-02 18:30:00
2552,2875,Benin City,Coldstone,Spaghetti Bolognese,2,5660.87,Card,80,Delivered,2024-01-02 18:31:00
2553,7993,Uyo,Dominos Pizza,Pizza (Large),4,8757.93,Transfer,28,Delivered,2024-01-02 18:32:00
2554,5033,Abeokuta,Coldstone,Spaghetti Bolognese,1,12604.15,Wallet,53,Delivered,2024-01-02 18:33:00
2555,6443,Lagos,Sweet Sensation,Fried Rice & Turkey,4,7741.26,Wallet,33,Delivered,2024-01-02 18:34:00
2556,1989,Port Harcourt,Mr Biggs,Fried Rice & Turkey,1,14715.97,Card,41,Delivered,2024-01-02 18:35:00
2557,4744,Uyo,Coldstone,Burger & Fries,4,4419.63,Transfer,83,Delivered,2024-01-02 18:36:00
2558,9611,Asaba,Kilimanjaro,Yam & Egg Sauce,3,10372.2,Wallet,60,Delivered,2024-01-02 18:37:00
2559,1593,Uyo,Mr Biggs,Efo Riro & Poundo,2,11059.47,Cash,61,Delivered,2024-01-02 18:38:00
2560,2774,Lagos,Mr Biggs,Yam & Egg Sauce,3,12875.55,Cash,57,Delivered,2024-01-02 18:39:00
2561,1935,Port Harcourt,Kilimanjaro,Pizza (Large),3,5700.88,Cash,82,Pending,2024-01-02 18:40:00
2562,4808,Abuja,Sweet Sensation,Jollof Rice & Chicken,2,5755.92,Transfer,72,Delivered,2024-01-02 18:41:00
2563,1331,Ibadan,The Place,Shawarma,3,7402.14,Card,29,Pending,2024-01-02 18:42:00
2564,8922,Port Harcourt,The Place,Small Chops,4,13413.97,Transfer,30,Delivered,2024-01-02 18:43:00
2565,3702,Enugu,Kilimanjaro,Pizza (Large),4,2390.88,Card,86,Delivered,2024-01-02 18:44:00
2566,6889,Abeokuta,Dominos Pizza,Spaghetti Bolognese,4,4193.02,Transfer,13,Delivered,2024-01-02 18:45:00
2567,6054,Abeokuta,Kilimanjaro,Spaghetti Bolognese,4,3263.55,Card,19,Delivered,2024-01-02 18:46:00
2568,4868,Abeokuta,Coldstone,Burger & Fries,1,8536.15,Card,25,Delivered,2024-01-02 18:47:00
2569,5200,Enugu,Chopnownow,Shawarma,3,10312.91,Cash,65,Delivered,2024-01-02 18:48:00
2570,1201,Enugu,Chicken Republic,Jollof Rice & Chicken,4,10402.5,Transfer,67,Cancelled,2024-01-02 18:49:00
2571,3497,Enugu,Chicken Republic,Yam & Egg Sauce,3,10480.25,Card,45,Delivered,2024-01-02 18:50:00
2572,2842,Ibadan,Sweet Sensation,Spaghetti Bolognese,1,2151.45,Wallet,12,Pending,2024-01-02 18:51:00
2573,5658,Abeokuta,Dominos Pizza,Pizza (Large),4,9499.19,Cash,55,Delivered,2024-01-02 18:52:00
2574,8544,Enugu,Chicken Republic,Burger & Fries,2,13006.31,Cash,21,Delivered,2024-01-02 18:53:00
2575,8718,Abeokuta,Kilimanjaro,Burger & Fries,2,5849.14,Transfer,86,Delivered,2024-01-02 18:54:00
2576,1770,Asaba,Kilimanjaro,Fried Rice & Turkey,4,11858.67,Card,29,Delivered,2024-01-02 18:55:00
2577,4155,Asaba,The Place,Efo Riro & Poundo,2,2024.88,Transfer,89,Delivered,2024-01-02 18:56:00
2578,2628,Benin City,Dominos Pizza,Jollof Rice & Chicken,2,11485.08,Wallet,32,Delivered,2024-01-02 18:57:00
2579,1386,Port Harcourt,Dominos Pizza,Fried Rice & Turkey,4,13750.33,Wallet,55,Delivered,2024-01-02 18:58:00
2580,7031,Abeokuta,Coldstone,Shawarma,2,3568.05,Transfer,60,Delivered,2024-01-02 18:59:00
2581,7439,Benin City,Chicken Republic,Small Chops,3,12418.48,Cash,14,Delivered,2024-01-02 19:00:00
2582,7401,Port Harcourt,Kilimanjoro,Shawarma,2,6288.41,Cash,30,Delivered,2024-01-02 19:01:00
2583,5008,Abeokuta,Dominos Pizza,Yam & Egg Sauce,4,9657.16,Cash,52,Delivered,2024-01-02 19:02:00
2584,3466,Ibadan,The Place,Yam & Egg Sauce,2,6199.77,Wallet,28,Delivered,2024-01-02 19:03:00
2585,3282,Abeokuta,Chopnownow,Jollof Rice & Chicken,1,12359.41,Wallet,34,Delivered,2024-01-02 19:04:00
2586,2856,Uyo,Chicken Republic,Efo Riro & Poundo,4,7719.28,Cash,89,Delivered,2024-01-02 19:05:00
2587,8980,Lagos,Coldstone,Burger & Fries,1,13360.91,Transfer,68,Delivered,2024-01-02 19:06:00
2588,2998,Abeokuta,Chopnownow,Yam & Egg Sauce,4,11578.92,Transfer,25,Failed,2024-01-02 19:07:00
2589,6476,Asaba,Sweet Sensation,Jollof Rice & Chicken,2,14842.33,Cash,75,Delivered,2024-01-02 19:08:00
2590,5669,Port Harcourt,Kilimanjoro,Ice Cream,4,13647.6,Cash,82,Delivered,2024-01-02 19:09:00
2591,5318,Abuja,Mr Biggs,Jollof Rice & Chicken,4,5775.48,Wallet,68,Delivered,2024-01-02 19:10:00
2592,8064,Uyo,Chicken Republic,Yam & Egg Sauce,2,12081.59,Wallet,74,Pending,2024-01-02 19:11:00
2593,8446,Ibadan,Mr Biggs,Fried Rice & Turkey,1,8838.59,Card,31,Delivered,2024-01-02 19:12:00
2594,2431,Uyo,Mr Biggs,Shawarma,1,13256.02,Card,29,Delivered,2024-01-02 19:13:00
2595,6624,Enugu,Coldstone,Shawarma,1,7140.53,Transfer,15,Delivered,2024-01-02 19:14:00
2596,8461,Asaba,Coldstone,Efo Riro & Poundo,2,3049.13,Cash,52,Delivered,2024-01-02 19:15:00
2597,2819,Abuja,Sweet Sensation,Pizza (Large),1,13786.8,Cash,67,Delivered,2024-01-02 19:16:00
2598,2130,Abeokuta,Kilimanjoro,Spaghetti Bolognese,2,5850.66,Cash,62,Pending,2024-01-02 19:17:00
2599,7563,Port Harcourt,Sweet Sensation,Pizza (Large),3,5445.13,Transfer,46,Pending,2024-01-02 19:18:00
2600,3658,Abuja,Kilimanjoro,Shawarma,1,7222.92,Cash,83,Delivered,2024-01-02 19:19:00
2601,4500,Port Harcourt,Coldstone,Pizza (Large),1,10415.82,Transfer,76,Pending,2024-01-02 19:20:00
2602,9566,Uyo,Dominos Pizza,Fried Rice & Turkey,3,13715.88,Card,21,Delivered,2024-01-02 19:21:00
2603,3120,Abeokuta,The Place,Spaghetti Bolognese,3,8606.44,Cash,85,Delivered,2024-01-02 19:22:00
2604,5020,Enugu,Kilimanjaro,Jollof Rice & Chicken,1,5853.25,Wallet,87,Delivered,2024-01-02 19:23:00
2605,4259,Port Harcourt,Sweet Sensation,Pizza (Large),3,2458.35,Cash,78,Delivered,2024-01-02 19:24:00
2606,2823,Port Harcourt,Kilimanjoro,Small Chops,3,5597.48,Wallet,70,Delivered,2024-01-02 19:25:00
2607,2474,Asaba,Sweet Sensation,Yam & Egg Sauce,3,11889.83,Card,69,Delivered,2024-01-02 19:26:00
2608,3242,Port Harcourt,Dominos Pizza,Small Chops,3,6790.85,Wallet,77,Delivered,2024-01-02 19:27:00
2609,4243,Ibadan,The Place,Pizza (Large),2,6032.26,Wallet,83,Delivered,2024-01-02 19:28:00
2610,7990,Asaba,Chopnownow,Spaghetti Bolognese,1,8420.46,Wallet,86,Delivered,2024-01-02 19:29:00
2611,6160,Port Harcourt,Mr Biggs,Burger & Fries,1,4364.06,Transfer,54,Delivered,2024-01-02 19:30:00
2612,4134,Uyo,Kilimanjoro,Fried Rice & Turkey,1,11238.18,Transfer,76,Cancelled,2024-01-02 19:31:00
2613,3070,Benin City,Coldstone,Shawarma,3,2716.29,Wallet,38,Delivered,2024-01-02 19:32:00
2614,1359,Enugu,Kilimanjoro,Shawarma,1,9985.82,Card,17,Delivered,2024-01-02 19:33:00
2615,2141,Lagos,Kilimanjaro,Yam & Egg Sauce,4,2538.76,Card,36,Delivered,2024-01-02 19:34:00
2616,2635,Ibadan,Kilimanjaro,Yam & Egg Sauce,2,14984.53,Transfer,49,Delivered,2024-01-02 19:35:00
2617,5000,Port Harcourt,Kilimanjaro,Burger & Fries,4,3617.81,Card,47,Delivered,2024-01-02 19:36:00
2618,4361,Enugu,Mr Biggs,Efo Riro & Poundo,2,14393.57,Wallet,55,Delivered,2024-01-02 19:37:00
2619,7583,Uyo,The Place,Small Chops,3,11551.54,Card,24,Pending,2024-01-02 19:38:00
2620,8835,Benin City,Mr Biggs,Spaghetti Bolognese,4,12340.83,Wallet,39,Delivered,2024-01-02 19:39:00
2621,1006,Lagos,The Place,Small Chops,3,11599.49,Transfer,76,Delivered,2024-01-02 19:40:00
2622,4267,Asaba,Kilimanjaro,Efo Riro & Poundo,1,8800.5,Card,49,Cancelled,2024-01-02 19:41:00
2623,7564,Lagos,Kilimanjoro,Pizza (Large),3,6938.82,Wallet,19,Pending,2024-01-02 19:42:00
2624,5928,Lagos,The Place,Spaghetti Bolognese,3,2246.57,Wallet,47,Delivered,2024-01-02 19:43:00
2625,3606,Port Harcourt,Kilimanjaro,Yam & Egg Sauce,3,7471.96,Card,76,Delivered,2024-01-02 19:44:00
2626,6906,Lagos,Kilimanjaro,Pizza (Large),3,8706.03,Card,71,Delivered,2024-01-02 19:45:00
2627,4273,Port Harcourt,Kilimanjoro,Yam & Egg Sauce,1,3297.55,Transfer,19,Delivered,2024-01-02 19:46:00
2628,8611,Benin City,Coldstone,Pizza (Large),1,13077.12,Transfer,41,Delivered,2024-01-02 19:47:00
2629,1913,Abuja,Chicken Republic,Fried Rice & Turkey,2,8061.54,Transfer,83,Delivered,2024-01-02 19:48:00
2630,3011,Benin City,Coldstone,Efo Riro & Poundo,4,5011.47,Card,72,Delivered,2024-01-02 19:49:00
2631,2442,Abeokuta,Chicken Republic,Ice Cream,4,4438.77,Transfer,72,Delivered,2024-01-02 19:50:00
2632,6546,Benin City,Sweet Sensation,Spaghetti Bolognese,2,6606.42,Card,78,Delivered,2024-01-02 19:51:00
2633,2829,Asaba,The Place,Ice Cream,3,4932.92,Cash,19,Delivered,2024-01-02 19:52:00
2634,9767,Abeokuta,Mr Biggs,Yam & Egg Sauce,2,8402.71,Transfer,77,Delivered,2024-01-02 19:53:00
2635,7468,Ibadan,Chopnownow,Jollof Rice & Chicken,2,6610.51,Cash,62,Delivered,2024-01-02 19:54:00
2636,1929,Abuja,The Place,Pizza (Large),2,10187.53,Card,47,Delivered,2024-01-02 19:55:00
2637,4699,Asaba,Chopnownow,Burger & Fries,4,14073.57,Transfer,89,Delivered,2024-01-02 19:56:00
2638,2054,Enugu,Chopnownow,Shawarma,3,10617.57,Cash,56,Delivered,2024-01-02 19:57:00
2639,6744,Asaba,Chopnownow,Jollof Rice & Chicken,1,10486.16,Card,18,Delivered,2024-01-02 19:58:00
2640,2900,Enugu,The Place,Ice Cream,4,8034.05,Cash,85,Delivered,2024-01-02 19:59:00
2641,7980,Lagos,Dominos Pizza,Fried Rice & Turkey,2,5822.35,Wallet,43,Delivered,2024-01-02 20:00:00
2642,8069,Benin City,Chicken Republic,Pizza (Large),4,12162.25,Transfer,40,Delivered,2024-01-02 20:01:00
2643,4415,Port Harcourt,The Place,Ice Cream,2,2713.43,Cash,41,Delivered,2024-01-02 20:02:00
2644,1442,Ibadan,Kilimanjoro,Burger & Fries,2,12901.84,Cash,37,Delivered,2024-01-02 20:03:00
2645,7218,Benin City,Mr Biggs,Fried Rice & Turkey,2,2508.31,Card,51,Delivered,2024-01-02 20:04:00
2646,5652,Lagos,Chopnownow,Small Chops,4,8636.42,Wallet,86,Delivered,2024-01-02 20:05:00
2647,8939,Abuja,Kilimanjoro,Burger & Fries,2,7384.98,Wallet,83,Delivered,2024-01-02 20:06:00
2648,8833,Asaba,Dominos Pizza,Efo Riro & Poundo,4,9837.45,Card,60,Delivered,2024-01-02 20:07:00
2649,8597,Abeokuta,Kilimanjoro,Efo Riro & Poundo,3,7361.77,Wallet,17,Delivered,2024-01-02 20:08:00
2650,5458,Enugu,Kilimanjoro,Ice Cream,3,12398.67,Transfer,37,Delivered,2024-01-02 20:09:00
2651,7591,Abuja,Kilimanjoro,Efo Riro & Poundo,3,14167.76,Card,85,Delivered,2024-01-02 20:10:00
2652,3309,Abeokuta,Coldstone,Burger & Fries,1,11671.02,Transfer,86,Delivered,2024-01-02 20:11:00
2653,7268,Enugu,Mr Biggs,Yam & Egg Sauce,1,2720.29,Cash,37,Delivered,2024-01-02 20:12:00
2654,1910,Lagos,Mr Biggs,Burger & Fries,1,6483.57,Card,66,Delivered,2024-01-02 20:13:00
2655,5340,Asaba,Kilimanjaro,Burger & Fries,2,11854.43,Wallet,63,Delivered,2024-01-02 20:14:00
2656,5009,Ibadan,Chicken Republic,Fried Rice & Turkey,4,14579.77,Transfer,85,Delivered,2024-01-02 20:15:00
2657,7628,Benin City,Chicken Republic,Small Chops,1,9720.54,Wallet,53,Delivered,2024-01-02 20:16:00
2658,3169,Benin City,Dominos Pizza,Shawarma,4,10479.4,Card,47,Delivered,2024-01-02 20:17:00
2659,3172,Ibadan,Sweet Sensation,Efo Riro & Poundo,4,5570.12,Card,43,Delivered,2024-01-02 20:18:00
2660,6668,Port Harcourt,Sweet Sensation,Fried Rice & Turkey,4,6114.57,Transfer,87,Pending,2024-01-02 20:19:00
2661,7313,Port Harcourt,The Place,Efo Riro & Poundo,4,11885.03,Cash,77,Pending,2024-01-02 20:20:00
2662,9315,Benin City,Dominos Pizza,Spaghetti Bolognese,2,5467.46,Cash,64,Delivered,2024-01-02 20:21:00
2663,9036,Lagos,Coldstone,Small Chops,4,11200.72,Wallet,76,Delivered,2024-01-02 20:22:00
